Designator,Val,Package,Mid X, Mid Y,Rotation,Layer
"C1","100n","C_0402_1005Metric",124.200000,-46.950000,180.000000,top
"C2","4.7u","C_0402_1005Metric",131.700000,-53.730000,-90.000000,top
"C3","100n","C_0402_1005Metric",138.000000,-47.600000,0.000000,top
"C4","100n","C_0402_1005Metric",128.800000,-40.100000,90.000000,top
"C5","100n","C_0402_1005Metric",126.100000,-44.300000,-90.000000,top
"C6","100n","C_0402_1005Metric",138.000000,-48.625000,0.000000,top
"C7","100n","C_0402_1005Metric",125.650000,-49.000000,180.000000,top
"C8","100n","C_0402_1005Metric",135.125000,-52.275000,0.000000,top
"C9","100n","C_0402_1005Metric",136.400000,-44.800000,0.000000,top
"C10","100n","C_0402_1005Metric",128.550000,-52.200000,180.000000,top
"C11","4.7u","C_0402_1005Metric",135.100000,-42.450000,-90.000000,top
"C12","4.7u","C_0402_1005Metric_small_pads",132.900000,-42.900000,0.000000,top
"C13","4.7u","C_0402_1005Metric_small_pads",132.900000,-41.950000,0.000000,top
"C14","1u","C_0402_1005Metric",143.270000,-43.060000,0.000000,top
"C15","1u","C_0402_1005Metric",137.740000,-42.580000,90.000000,top
"C16","15p","C_0402_1005Metric",129.500000,-55.750000,180.000000,top
"C17","15p","C_0402_1005Metric",132.480000,-55.750000,0.000000,top
"C18","100n","C_0402_1005Metric",120.650000,-33.800000,90.000000,top
"C19","100u","CP_EIA-3528-21_Kemet-B",190.000000,-43.212500,-90.000000,top
"F1","500m","Fuse_0805_2012Metric",146.512500,-38.250000,180.000000,top
"L1","3.3u","L_pol_2016",132.900000,-40.300000,180.000000,top
"R1","33","R_0402_1005Metric",135.100000,-40.600000,-90.000000,top
"R2","27","R_0402_1005Metric",129.800000,-40.100000,-90.000000,top
"R3","27","R_0402_1005Metric",130.800000,-40.100000,-90.000000,top
"R4","1k","R_0402_1005Metric",123.400000,-43.650000,-90.000000,top
"R5","22","R_0402_1005Metric",139.200000,-51.850000,180.000000,top
"R6","1k","R_0402_1005Metric",115.150000,-61.900000,0.000000,top
"R7","22","R_0402_1005Metric",139.200000,-50.750000,180.000000,top
"R8","1k","R_0402_1005Metric",130.500000,-53.750000,-90.000000,top
"R9","10k","R_0402_1005Metric",122.300000,-43.650000,90.000000,top
"R10","5.1k","R_0402_1005Metric",142.500000,-34.700000,180.000000,top
"R11","5.1k","R_0402_1005Metric",146.550000,-35.150000,-90.000000,top
"SW19","SW_Push","C318884",110.500000,-56.500000,90.000000,top
"SW20","SW_Push","C318884",116.500000,-56.500000,90.000000,top
"U1","RP2350_60QFN","RP2350-QFN-60-1EP_7x7_P0.4mm_EP3.4x3.4mm_ThermalVias",130.900000,-47.500000,0.000000,top
"U2","TLV73333PDBV","SOT-23-5",140.370000,-42.110000,0.000000,top
"U3","W25Q128JVS","SOIC-8_5.23x5.23mm_P1.27mm",124.200000,-37.550000,0.000000,top
"U4","~","ECMF02-4CMX8",142.400000,-37.400000,90.000000,top
"USB1","HRO-TYPE-C-31-M-12","HRO-TYPE-C-31-M-12-Assembly",145.000000,-30.184000,180.000000,top
"USB2","USB_A","C2763302",190.000000,-32.753000,180.000000,top
"Y1","ABM8-272-T3","Crystal_SMD_3225-4Pin_3.2x2.5mm",130.900000,-59.150000,0.000000,top
